MIP_ID	Subspecies	Subspecies_MIP_paralog
0256	hybF2	no paralog
0256	montandoni	no data
0256	vulgaris	no data
0257	graecus	no data
0257	hybF2	no data
0257	montandoni	no data
0257	vulgaris	no data
0258	graecus	no data
0258	hybF2	no data
0258	montandoni	no data
0258	vulgaris	no data
0259	graecus	no paralog
0259	hybF2	no paralog
0259	montandoni	no data
0259	vulgaris	no data
0260	graecus	no paralog
0260	hybF2	no paralog
0260	montandoni	no data
0260	vulgaris	no data
0261	graecus	no paralog
0261	hybF2	no paralog
0261	montandoni	no data
0261	vulgaris	no data
0262	graecus	no paralog
0262	hybF2	no paralog
0262	montandoni	no data
0262	vulgaris	no data
0263	graecus	no paralog
0263	hybF2	no paralog
0263	montandoni	no data
0263	vulgaris	no data
0264	graecus	no paralog
0264	hybF2	no paralog
0264	montandoni	no data
0264	vulgaris	no data
0265	graecus	no paralog
0265	hybF2	no paralog
0265	montandoni	no data
0265	vulgaris	no data
0266	graecus	no paralog
0266	hybF2	no paralog
0266	montandoni	no data
0266	vulgaris	no data
0267	graecus	no paralog
0267	hybF2	no data
0267	montandoni	no data
0267	vulgaris	no data
0268	graecus	no paralog
0268	hybF2	no paralog
0268	montandoni	no data
0268	vulgaris	no data
0269	graecus	no paralog
0269	hybF2	no paralog
0269	montandoni	no data
0269	vulgaris	no data
0270	graecus	no paralog
0270	hybF2	no paralog
0270	montandoni	no data
0270	vulgaris	no data
0271	graecus	no paralog
0271	hybF2	no paralog
0271	montandoni	no data
0271	vulgaris	no data
0272	graecus	no paralog
0272	hybF2	paralog
0272	montandoni	no data
0272	vulgaris	no data
0273	graecus	no paralog
0273	hybF2	no paralog
0273	montandoni	no data
0273	vulgaris	no data
0274	graecus	no paralog
0274	hybF2	no paralog
0274	montandoni	no data
0274	vulgaris	no data
0275	graecus	no paralog
0275	hybF2	paralog
0275	montandoni	no data
0275	vulgaris	no data
0276	graecus	no paralog
0276	hybF2	no paralog
0276	montandoni	no data
0276	vulgaris	no data
0277	graecus	no paralog
0277	hybF2	no paralog
0277	montandoni	no data
0277	vulgaris	no data
0278	graecus	no paralog
0278	hybF2	no paralog
0278	montandoni	no data
0278	vulgaris	no data
0279	graecus	no paralog
0279	hybF2	no paralog
0279	montandoni	no data
0279	vulgaris	no data
0280	graecus	no paralog
0280	hybF2	no paralog
0280	montandoni	no data
0280	vulgaris	no data
0281	graecus	no paralog
0281	hybF2	no paralog
0281	montandoni	no data
0281	vulgaris	no data
0282	graecus	no paralog
0282	hybF2	no paralog
0282	montandoni	no data
0282	vulgaris	no data
0283	graecus	no paralog
0283	hybF2	no paralog
0283	montandoni	no data
0283	vulgaris	no data
0284	graecus	no paralog
0284	hybF2	no paralog
0284	montandoni	no data
0284	vulgaris	no data
0285	graecus	no paralog
0285	hybF2	no paralog
0285	montandoni	no data
0285	vulgaris	no data
0286	graecus	no paralog
0286	hybF2	no paralog
0286	montandoni	no data
0286	vulgaris	no data
0287	graecus	no paralog
0287	hybF2	no paralog
0287	montandoni	no data
0287	vulgaris	no data
0288	graecus	no paralog
0288	hybF2	no paralog
0288	montandoni	no data
0288	vulgaris	no data
0289	graecus	no paralog
0289	hybF2	no paralog
0289	montandoni	no data
0289	vulgaris	no data
0290	graecus	no paralog
0290	hybF2	no paralog
0290	montandoni	no data
0290	vulgaris	no data
0291	graecus	no paralog
0291	hybF2	no paralog
0291	montandoni	no data
0291	vulgaris	no data
0292	graecus	no paralog
0292	hybF2	no paralog
0292	montandoni	no data
0292	vulgaris	no data
0293	graecus	no paralog
0293	hybF2	no paralog
0293	montandoni	no data
0293	vulgaris	no data
0294	graecus	no paralog
0294	hybF2	no paralog
0294	montandoni	no data
0294	vulgaris	no data
0295	graecus	no data
0295	hybF2	no data
0295	montandoni	no data
0295	vulgaris	no data
0296	graecus	no data
0296	hybF2	no data
0296	montandoni	no data
0296	vulgaris	no data
0297	graecus	no paralog
0297	hybF2	no paralog
0297	montandoni	no data
0297	vulgaris	no data
0298	graecus	no paralog
0298	hybF2	no paralog
0298	montandoni	no data
0298	vulgaris	no data
0299	graecus	no paralog
0299	hybF2	no paralog
0299	montandoni	no data
0299	vulgaris	no data
0300	graecus	no data
0300	hybF2	no data
0300	montandoni	no data
0300	vulgaris	no data
0301	graecus	no paralog
0301	hybF2	no paralog
0301	montandoni	no data
0301	vulgaris	no data
0302	graecus	no paralog
0302	hybF2	no paralog
0302	montandoni	no data
0302	vulgaris	no data
0303	graecus	no paralog
0303	hybF2	no paralog
0303	montandoni	no data
0303	vulgaris	no data
0304	graecus	no paralog
0304	hybF2	no paralog
0304	montandoni	no data
0304	vulgaris	no data
0305	graecus	paralog
0305	hybF2	no paralog
0305	montandoni	no data
0305	vulgaris	no data
0306	graecus	no paralog
0306	hybF2	no paralog
0306	montandoni	no data
0306	vulgaris	no data
0307	graecus	no paralog
0307	hybF2	no paralog
0307	montandoni	no data
0307	vulgaris	no data
0308	graecus	no paralog
0308	hybF2	no paralog
0308	montandoni	no data
0308	vulgaris	no data
0309	graecus	no paralog
0309	hybF2	no paralog
0309	montandoni	no data
0309	vulgaris	no data
0310	graecus	no paralog
0310	hybF2	no paralog
0310	montandoni	no data
0310	vulgaris	no data
0311	graecus	no paralog
0311	hybF2	no paralog
0311	montandoni	no data
0311	vulgaris	no data
0312	graecus	no paralog
0312	hybF2	no paralog
0312	montandoni	no data
0312	vulgaris	no data
0313	graecus	no paralog
0313	hybF2	no paralog
0313	montandoni	no data
0313	vulgaris	no data
0314	graecus	no paralog
0314	hybF2	no paralog
0314	montandoni	no data
0314	vulgaris	no data
0315	graecus	no paralog
0315	hybF2	no paralog
0315	montandoni	no data
0315	vulgaris	no data
0316	graecus	no paralog
0316	hybF2	no paralog
0316	montandoni	no data
0316	vulgaris	no data
0317	graecus	no paralog
0317	hybF2	no paralog
0317	montandoni	no data
0317	vulgaris	no data
0318	graecus	no paralog
0318	hybF2	no paralog
0318	montandoni	no data
0318	vulgaris	no data
0319	graecus	paralog
0319	hybF2	no paralog
0319	montandoni	no data
0319	vulgaris	no data
